,county,office,rep_votes,dem_votes,dem_pct,rep_pct,vote_margin,county_fips,year
181,Westmoreland,State House,16764.0,57843.0,77.5302585548273,22.469741445172705,55.0605171096546,42129,2002
182,Westmoreland,State Senate,2366.0,3763.0,61.39663892967858,38.60336107032143,22.793277859357154,42129,2002
183,Westmoreland,U.S. House,49763.0,51379.0,50.79887682663977,49.20112317336023,1.5977536532795398,42129,2002
184,Wyoming,Governor,5152.0,2938.0,36.31644004944376,63.683559950556244,-27.36711990111248,42131,2002
185,Wyoming,State House,7172.0,150.0,2.04862059546572,97.95137940453428,-95.90275880906856,42131,2002
186,Wyoming,State Senate,6301.0,1898.0,23.14916453226003,76.85083546773997,-53.70167093547994,42131,2002
187,York,Governor,63894.0,33248.0,34.22618434868543,65.77381565131458,-31.54763130262915,42133,2002
188,York,State House,68417.0,14191.0,17.178723610304086,82.82127638969591,-65.64255277939182,42133,2002
189,Adams,Governor,17084.0,13034.0,43.27644597914868,56.72355402085132,-13.447108041702634,42001,2006
190,Adams,State House,17374.0,10902.0,38.55566558211911,61.44433441788089,-22.888668835761777,42001,2006
191,Adams,U.S. House,18373.0,10754.0,36.921069797782124,63.078930202217876,-26.157860404435752,42001,2006
192,Adams,U.S. Senate,16649.0,13587.0,44.93649953697579,55.063500463024205,-10.127000926048417,42001,2006
193,Allegheny,Governor,184063.0,275227.0,59.92444860545625,40.07555139454375,19.848897210912497,42003,2006
194,Allegheny,State House,122260.0,292828.0,70.54600470261727,29.453995297382722,41.09200940523455,42003,2006
195,Allegheny,State Senate,54391.0,111781.0,67.26825217244783,32.73174782755218,34.536504344895654,42003,2006
196,Allegheny,U.S. House,139260.0,283527.0,67.06142809499819,32.93857190500181,34.122856189996384,42003,2006
197,Allegheny,U.S. Senate,161144.0,298096.0,64.91072206253811,35.089277937461894,29.82144412507622,42003,2006
198,Armstrong,Governor,13595.0,9552.0,41.26668682766665,58.73331317233335,-17.466626344666693,42005,2006
199,Armstrong,State House,15032.0,7760.0,34.047034047034046,65.95296595296595,-31.905931905931908,42005,2006
200,Armstrong,U.S. House,12332.0,10207.0,45.28594879985802,54.71405120014198,-9.428102400283962,42005,2006
201,Armstrong,U.S. Senate,11499.0,11549.0,50.10846928149948,49.89153071850052,0.21693856299896197,42005,2006
202,Beaver,Governor,29069.0,35510.0,54.98691525108782,45.013084748912185,9.973830502175637,42007,2006
203,Beaver,State House,25694.0,35917.0,58.29640810894159,41.703591891058416,16.592816217883176,42007,2006
